ISIN,totalEsg,environmentScore,socialScore,governanceScore
SE0015949748,-0.3303070933557341,-0.46481915812862584,-0.1374722838137472,-0.38416036805783754
DK0010181759,-0.16810493614083533,-0.27622377622377625,-0.19754210286754662,-0.035362935389524064
FI0009005961,0.015364238410595952,-0.8017289459007252,0.4497816593886463,0.35479603087100337
PLPEKAO00016,-0.15399695055543455,0.1071171818835371,-0.4321519075224774,-0.5277013752455798
PLBZ00000044,0.15225441080374635,0.5815959741193386,-0.13222480647064963,-0.112770137524558
ES0130960018,0.25467433737415246,0.08239700374531833,0.45054945054945045,0.11591355599214134
DE0006070006,-0.06824399950254945,-0.3120873197682254,-0.1611870817573466,0.20794071905589614
FI0009005318,0.3301726451382056,0.10925009516558806,0.5531914893617021,0.07236842105263178
PLPKO0000016,0.08298845567414496,0.08986340762041703,-0.15971812406706704,-0.13752455795677815
DE0007010803,-0.3412465546367921,-1.4250989259468625,-0.6835699797160243,-0.4474599860821155
DE000SYM9999,0.15604882438450354,0.22395079594790152,-0.13317191283292965,-0.23321684752620947
DE0007297004,-0.7040562120728199,-0.9702531095068281,-0.7843499691928527,-0.30069930069930084
DE0005089031,-0.21686004147749563,-0.39442231075697204,-0.07065085894023707,-0.3077891707141571
SE0001174970,-0.21573902808138556,-0.23754980079681268,-0.5460924268086135,0.29123943155243753
SE0000108847,0.11673289183222955,0.9726715002788623,0.1877729257641921,-0.6099228224917309
ES0113860A34,0.18013504683075576,0.7455068296189792,-0.008504877286770686,-0.1976424361493125
SE0000190126,0.156934306569343,0.9741219963031423,0.43129657228017876,-0.36162361623616235
SE0000242455,-0.08385972554998915,0.710999281092739,-0.2084562779879891,-0.7139489194499018
SE0000667925,-0.07505184686957,0.03884462151394426,-0.11783208323251877,-0.09372189242669543
DE0005470405,-0.13592837859664514,-0.4576700434153401,0.03125687871450596,-0.49310281405186696
ES0113679I37,0.00762361141363525,0.23652048885693747,-0.24469746936508507,-0.3025540275049118
ES0167050915,-0.24406168387016547,-0.24376768629564746,-0.24818155368053543,-0.24755283139694437
FI0009003305,0.2127727599712253,-0.21234939759036142,0.490395579335146,0.0010576844845823221
FI0009007132,0.10883560602220303,-0.10870866875124732,0.15788714100158738,0.3525792711784194
SE0000106270,0.1370811409581833,0.495026778882938,0.002877517828099659,0.1543624161073826
SE0000113250,-0.10785350080835719,0.14337690338229353,-0.26141984288623815,-0.09175738724727824
SE0000148884,-0.04552385101285131,0.4780733285406183,-0.1972090116985456,-0.5559921414538311
SE0000667891,-0.012341889730707843,-0.1648561905937538,-0.05696154140224792,0.11715412421952026
SE0000115446,0.004232428153724366,0.1401061597333663,0.09270586436271894,-0.31465658889254033
FI0009007884,0.00397959755619088,0.19073705179282868,-0.07669973384950403,-0.009174311926605533
SE0000163594,0.3773450317426349,0.6609898882384246,0.2828828828828828,0.340759493670886
FI0009013403,0.2345282134953071,0.3384150104925318,0.3249483905497362,-0.04107788366743344
CZ0008019106,-0.05554345458505782,0.4910136592379583,-0.35717013225952027,-0.43693516699410617
FI0009003727,0.08274235497471838,0.18676706579434646,0.02664576802507838,0.006243838317449941
ES0140609019,0.22587671531256803,0.685118619698059,0.1689519908355607,-0.22475442043222021
DE000PAH0038,-0.15877985508542797,-0.420631899505139,-0.13677811550151966,-0.29934210526315774
DK0060079531,0.2847345694691389,0.2771503040834057,0.24968632371392716,0.33277027027027023
DE000A3E5D64,-0.005514663467085124,-0.6476121562952244,0.29473915914593884,0.0928821041015264
FI0009014377,-0.009712965133804511,0.007633587786259395,-0.1399924566255973,0.1731863763664287
HU0000061726,0.24068830320191675,0.5729690869877786,-0.01850244732183162,0.02161100196463636
DE0008402215,0.033170809687474954,0.3042168674698794,0.1551618279098325,-0.1082906191522252
SE0000112724,-0.1385430463576161,-1.0867261572783045,0.259825327510917,0.328555678059537
SE0016589188,0.24513203520938914,-0.45845110231769354,0.03904665314401621,0.26235212247738343
DE0005772206,0.04070894489061199,-0.3733741392501913,0.10421618916551985,0.1167785234899329
DK0010272202,-0.05321531406633245,0.7550274223034735,-0.5346208195949127,0.04076086956521749
AT0000652011,0.3413199738619037,0.5255212077641984,0.4338875967646752,-0.11866404715127715
AT0000730007,-0.12181962101998292,-0.06653499567954572,-0.2685602874837525,-0.039599079855405867
AT0000937503,-0.03366897419760854,-0.009751683924801526,-0.11368104544928881,0.033972763215697685
PLPGER000010,-0.8636893597607341,-1.8511077107311555,-0.3822340886130757,-0.0903928064363463
LU0061462528,0.4327028443470388,1.0,1.0,1.0
DE0006602006,0.20137957772644297,-0.046537464510554225,0.13296123556846848,0.461715412421952
DE0007257503,-0.5491553586264193,-1.8385615914307576,-0.3249092956336794,-0.33557046979865757
DE000A1DAHH0,0.33131821223378477,0.41389290882778573,-0.08364516839093097,0.13260989516277347
DK0060227585,0.3163206643244971,0.24258502217969902,0.5465187923598275,0.05769230769230771
PLPZU0000011,-0.039565182639277344,-0.4864457831325301,0.10358740461363042,-0.12423724676592614
ES0130670112,0.3456937192680083,0.24356330250814984,0.4068408139702697,0.4093705631803124
SE0015811963,0.4693001288106483,0.9186691312384473,0.7102831594634873,0.11439114391143905
DK0061804770,0.14398633486284623,0.8691880638445524,-0.002703042494342591,0.16613966934682445
SE0000114837,-0.28494580230360417,-0.4164917911368966,-0.46364400948084716,-0.0026289845547157577
DK0061539921,0.07832512315270936,0.45107794361525705,0.0027700831024931143,-0.22095238095238098
SE0000695876,-0.1628192494709466,-0.18652018269349457,-0.30571909167367545,-0.01889582648701932
SE0000825820,-0.2690728443250368,-0.7254341028541014,0.11350844277673537,-0.12020823473734014
ES0116870314,-0.0,-0.0,-0.0,-0.0
ES0124244E34,-0.16545440012788737,-0.855421686746988,-0.025348653626874777,-0.22219510210723292
AT0000746409,0.3221219648197902,0.4281817577007518,0.26396305383172164,0.24751538097491727
DE000WCH8881,-0.08068944830291423,-0.17112879884225757,-0.13911512216596955,-0.5709030715468091
FI0009005987,0.09262693156732885,-0.5752928053541552,0.3602620087336244,0.4304299889746417
DK0010274414,-0.05772162927466796,0.7455068296189792,-0.39466101989099883,-0.47701375245579575
SE0000108227,-0.028916207615139897,0.13177385507961986,-0.1498585518770549,-0.07065395990798555
CH0012221716,0.24848553381903937,0.31841747932354036,0.34662435966052446,-0.007065395990798477
AT0000606306,0.2489653670224352,0.7066858375269589,0.11396535564272568,-0.11512770137524579
CZ0005112300,-0.40746185431135,-0.7224402900671946,-0.44176648867080415,0.08424041646947472
DE0005773303,0.0701042873696409,-0.0010822510822510831,0.1454823889739662,0.0036832412523019474
DK0010244508,-0.1506223012446025,-0.682015638575152,0.18318695106649938,-0.08952702702702707
PLKGHM000017,-0.2970421648835746,-0.49834120840454404,-0.16155892216953868,-0.17557475472250703
DE0007472060,-1.4871246165917686,0.5231506120276742,-0.7021021021021022,-3.0594092827004222
DE000A0HN5C6,0.42669789227166277,0.38691962056914636,0.5642534555905295,0.21497447532614855
ES0118900010,-0.060968784976992936,-0.3681444549252122,-0.07419260983415778,0.15799103467203374
ES0109067019,0.3206273296293691,0.39235462582492847,0.29898466191402023,0.10059744873243975
DK0060336014,0.3749278940446249,0.5018089725036179,0.27096632181377944,-0.12231009748022824
DE000TLX1005,-0.0770521940692191,0.28313253012048184,0.09499166739759671,-0.27459116426653635
DE000A1J5RX9,0.29039852026231716,0.6439243027888447,0.17977256230341154,0.19949631228638243
DK0060448595,0.30498120300751885,0.6051282051282052,0.23195691202872532,0.2442889483432806
DE000KGX8881,-0.15976608565013015,-0.39982718182940374,-0.23243367229910541,0.07722642129477487
DK0060534915,-0.04585189402820106,0.061762664816099835,-0.10240130751823001,0.007588761405727723
CH0012142631,0.11866909711806921,-0.1342257597684515,-0.032137354171252394,0.07963950708111087
CH0012255151,0.128276340913036,0.8208269525267993,0.01931649331352151,-0.2414829659318637
CH0023405456,0.286624203821656,-0.12471308339709261,0.23683222819967478,0.48590604026845635
CH0008742519,0.13681968499523572,0.19073705179282868,0.2705056859424147,-0.10091743119266054
CH0012214059,-0.0,-0.0,-0.0,-0.0
CH0126881561,0.11150187834705455,0.08283132530120477,0.16621349004473293,0.0648441949393865
CH0012005267,0.2497906688548749,0.3414295628036086,0.43858436007040474,-0.046435992411238684
CH0016440353,-0.4723459239945547,-0.7018813314037627,-1.0979528945630639,-0.5195880080926983
CH0014852781,0.12325153864599153,0.1987951807228915,0.08025611788439609,0.15596778130339276
CH0002497458,,,,
CH0210483332,0.4287450095469536,0.8874425727411944,0.364466143069412,0.17484969939879755
CH1175448666,-0.042293233082706695,0.01794871794871802,-0.2797127468581689,0.20107017904918723
CH0025238863,0.09575819151638294,0.2927888792354474,-0.06022584692597234,0.10810810810810806
CH0024638196,0.10934849684183304,0.29841994815454886,0.1019955654101996,-0.1105816628327308
CH0102484968,0.10564147244609005,0.3745506829618979,-0.05724303120769276,-0.2530451866404717
CH0009002962,0.39457042478441406,0.4203705314429851,0.4886013555144793,0.18881118881118883
CH0008038389,0.37611241217798597,0.40888666999500756,0.48870945668537014,0.14085838532803938
CH0012032048,-0.024516863717051314,-0.11866759195003476,0.05695247674126218,-0.11807751377721568
CH0011075394,0.005754935656622192,0.1460843373493975,0.02990965704762737,-0.031974615572370024
CH0012138530,-0.32781529078632116,0.378864126527678,-0.5496233554344432,-0.9614931237721024
CH0010645932,0.1984125152864625,-0.019175108538350322,0.1818181818181819,0.043222365274967665
CH0012549785,0.17716165413533833,0.3769230769230769,0.07468581687612208,0.1986005350895247
CH0030170408,0.14192068174369066,0.17655786350148372,0.22557726465364125,0.059649122807017514
CH0012410517,-0.1385980337303174,-1.129518072289157,-0.1591965617051135,-0.01374989829956877
CH0038863350,-0.07895241137016908,-0.05088283900147885,-0.33456561922365985,0.18181818181818182
DK0060542181,0.30793922533704254,0.1953166577967003,0.16996996996996988,0.43409282700421936
DE000ZAL1111,0.36751295215322216,0.4247291744490101,0.3421905379131561,0.1748748587114483
CH0244767585,0.220348980093389,0.8293714746172441,-0.120488940628638,-0.3729354354354354
ES0105046009,0.3815179606025494,0.724025974025974,0.45329249617151607,0.1786372007366482
DK0060636678,-0.10111102230037566,0.588855421686747,-0.04131216559950885,-0.23130746074363354
SE0007100599,0.25462862121542146,0.685118619698059,0.12771201444093438,-0.10923379174852665
SE0007100581,-0.14192068174369066,-0.17655786350148361,-0.2255772646536411,-0.059649122807017514
DE0006062144,0.12240706984471264,-0.24167872648335745,0.3046445080343386,-0.021335295199558683
DE000SHA0159,0.4960193219429287,1.0,1.0,1.0
ES0171996087,0.2123455136148977,0.5534351145038168,0.09781242142318324,0.2882825910199657
CH0319416936,-0.5375144843568944,-1.121212121212121,-0.6248085758039817,-0.23388581952117873
DK0060094928,0.37724945506159074,0.40423125540549537,0.33215471207966507,0.39801230477993377
ES0173093024,0.5928169513864247,0.7315547867740004,0.6287343050945302,0.3469001419782301
NL0012169213,0.33838114535565755,0.7020109689213895,0.38577484691474334,-0.0
DE000BFB0019,0.04487979595159267,0.1355866355866355,-0.1610692254969158,0.21650517875041755
CNE100000296,-0.2822256015743805,-0.44575561476969944,-0.10638297872340413,-0.6907894736842102
SE0017486889,0.19919874642585977,0.24176027650907303,0.2599204832173714,0.01659546500164308
IE00BK9ZQ967,0.29689998869198575,-0.1848537217627453,0.6036394219741571,0.23693723299375616
SE0017768716,0.014474512271869099,-0.06494420428269833,0.03099340811842243,0.10909357153316734
KYG3777B1032,0.04249038375525545,-0.22877807384849647,0.09270516717325245,-0.06743421052631565
CH0418792922,0.060107524400655324,-0.19392185238784376,-0.2223200528285273,0.0961927533566304
KYG875721634,-0.052113369435262825,0.37741252645996765,-0.2432490818751351,-0.36121427418052643
BE0974293251,-0.06869175008629624,-0.027972027972028,-0.03095129722348656,-0.1502260037224142
NO0010890304,0.5151579998573363,0.8919638105375199,0.44984984984984977,0.42936708860759487
IT0001006128,0.09762456546929321,-0.022727272727272627,0.09188361408882079,0.14548802946593004
FR0010340141,-0.011732329084588574,0.420995670995671,-0.06584992343032169,-0.09392265193370179
IT0001384590,-0.2919632008331886,-0.23353751914241982,-0.09148800679261308,-0.3211422845691381
NO0003078107,-0.16726775276706876,0.535776849481202,0.03455048006982814,-0.9052236757844659
NL0013267909,0.2524054546713122,0.16859623733719242,0.04710543693594556,0.08626080559131871
FR0010131409,0.00602480249431507,0.2553853816461213,-0.11579174767768428,-0.24495398030033916
FR0010220475,0.1699756069980452,0.4334032835452414,0.07825521828886002,0.009201445941505087
NL0000888691,0.2789096916299559,0.8706142555544385,0.15693304036081873,-0.4299311758676234
IT0004056880,-0.06249999999999992,0.34102564102564115,0.222262118491921,-0.5830417781436508
FR0000064164,0.1439293598233995,0.23675404350250973,0.20087336244541482,0.03219404630650504
FR0000051732,-0.6311508076048481,-2.6931888930394714,-0.449557139771009,-0.05603100274503479
FR0000035164,-0.32943327239488107,-0.8823529411764705,-0.5165003837298542,-0.09367859862909372
IT0005244402,-0.22456981049880206,-4.5298346513299785,0.13770958447599532,0.012180746561885862
FR0013280286,-0.4473684210526315,-1.8974358974358974,-0.24308797127468573,0.017081704054332313
IE00BD1RP616,0.09780004356349369,0.5988497483824586,-0.283438053250946,-0.11984282907662093
DE0007236101,-0.2706003703964181,-1.2064500062258745,-0.3825880319723485,0.12158889068302911
IT0004329733,-0.017961789508790387,-0.09303304567459472,-0.049455056838157596,-0.1975678533662318
IT0003121677,-0.27510346329775653,-5.508986340762042,0.03648418787100351,0.23732809430255397
BE0974256852,-0.27638790904650784,-0.24125874125874128,-0.4256339958875943,-0.12429001002338802
IT0004053440,-0.0,-0.0,-0.0,-0.0
FR0000125486,0.2983459768685487,0.4271661501145398,0.19057317427989512,0.3423291556124783
GB0002374006,0.13583016914049006,0.17832167832167825,0.0455166135639508,0.2039351236373305
LU0290697514,0.23566878980891715,0.9875156054931337,0.07411737198971226,-0.12966601178781936
IT0003115950,0.18956166088734772,0.6438665912945167,-0.07885395537525354,-0.47181628392484354
IT0001044996,-0.100849488128948,-2.0711718188353703,-0.547123962925678,0.3198428290766208
IT0005394413,0.4087722999742129,0.7036483625949447,0.35083171311298333,0.12643306959470363
FR0014003TT8,0.13636683311062647,0.27530818079940234,-0.0909483689781811,0.12643306959470363
ES0127797019,0.40652405332792624,0.8373361719113832,0.09943714821763586,0.1964032181732135
FR0012435121,0.11270418717454879,-0.2107503991484833,-0.0690690690690692,0.33721518987341764
NL0012059018,0.47441965655945584,0.8316874459943218,0.6789892193592783,-0.1712126191258626
FR0000130452,0.025525432160179086,0.1749090419080986,-0.03258655804480664,0.0592809441039247
IT0000060886,0.23096446700507617,0.9726261762189906,-0.0004060089321964275,-0.041020966271650056
IT0001033700,-0.34422597618388256,0.3343534812547819,-0.22982609783560612,-0.7046979865771811
BE0003797140,0.3965221124946329,0.9741219963031423,0.4921013412816691,0.10608856088560885
IT0003203947,-0.0,-0.0,-0.0,-0.0
IT0000062072,0.16185756534249857,0.2620481927710843,-0.1628804490834138,0.4521194369864129
FR0010040865,0.32984218077474886,0.42327811682650396,0.2165835196972305,0.4044345135785493
NO0010582521,-0.1542642474622332,-0.7183734939759037,-0.11376195070607843,-0.1322105605727767
IE0000669501,-0.5801980198019802,-1.0433156475602334,-0.7350585335797905,0.2167832167832167
FR0000066672,-0.22284043084385477,-0.1883980840872805,0.08828828828828823,0.25333333333333324
NL0000009165,0.003797031411805358,0.01573426573426571,0.035958124715521206,-0.04493485775059818
NL0000008977,-0.07749395926820847,-0.031468531468531576,0.04142011834319531,-0.2587077904812549
GB00BK7YQK64,0.36664275466284074,-0.03574542284219705,0.41321176672974375,0.47713991062220695
IT0001250932,-0.0,-0.0,-0.0,-0.0
IT0005322612,-0.4629842180774749,-1.0361813426329556,-0.5296748666781351,-0.14936404262633207
IT0001078911,-0.03415020273653955,-1.3763732872484877,0.5355149476259653,0.26799211304633586
FR0010259150,-0.3031784841075794,-0.5877862595419848,-0.3925069147598694,-0.10163519739813912
LU0556041001,0.5528300862864275,0.9572649572649573,0.7779300891021247,-0.06916137654527241
PTJMT0AE0001,0.21419655939653764,0.4522144522144522,0.2268677176148047,-0.004009355162044775
BE0003565737,0.48812894794162487,0.732566498921639,0.41014336793140554,0.2444007858546168
BE0974274061,0.1602535083748302,-1.1940861906259832,-0.051052967453733326,0.3346080305927343
NL0000009082,0.016871251611456865,0.13097609561752982,-0.03556738446648929,0.012412304371289791
BE0003822393,-0.23181426471333696,0.6577074046969597,-0.883388656371771,-0.6412683388547089
FR0010307819,0.41335638014312714,0.25009258116281946,0.5902209649055737,0.263555701610253
FR0000065484,-0.3756241648498489,1.0,1.0,1.0
IT0003428445,-0.18793075378520654,-0.6996891996891998,-0.24057573680603164,0.31673905780153694
DE0008430026,0.009111981456318387,0.5677710843373494,-0.19112358565038146,0.1354649743714914
NO0003054108,-0.13037368252954318,-0.3455684091502133,0.05606900800985829,-0.1486013986013987
PTCOR0AE0006,0.16865342163355404,0.5588399330730619,-0.12663755458515286,0.06923925027563393
IT0005385213,0.38875758543596306,0.24258502217969902,0.503388786198398,0.4020979020979021
NO0003733800,0.14819546470776118,0.19022353657475852,0.0991990141712878,0.11013986013986013
FR0000184798,-0.07426778242677821,-1.0,-1.0,-1.0
IT0005138703,0.11108699191403922,-0.1596736596736597,0.15421521590130227,0.291680588038757
BE0974294267,0.38298458149779735,0.9104252538453805,0.1517289233260089,-0.09386440181578579
BE0003810273,-0.01171458998935035,0.0014940239043825267,0.06484393902734087,-0.13329735563950343
DE000PSM7770,-0.05998380103863938,0.058513997053252005,0.032813781788351176,-0.13412054987663022
NL0011585146,-0.3289202969854191,-0.3818043395508185,-0.8693009118541032,-0.052631578947368314
FR0000121634,0.2700534759358289,0.7547500336881822,0.36929007855688095,-0.1880889214161558
FR0000121121,0.4467436716637995,0.774375503626108,0.28390570430733403,0.02252252252252244
FR0000121220,-0.1122679945676777,1.0,1.0,1.0
FR0000060618,0.2831171650295761,0.7785547785547786,0.06922549691569567,0.11794186435015028
FR0000052292,0.46363478562749516,0.8277182235834609,0.4918276374442793,0.1643286573146293
GB00BNR4T868,-0.13346173050859553,-0.7174028738690795,-0.17837837837837853,0.061940928270042064
NO0010863285,0.0018107741059302466,0.5555206039635104,-0.5291959157626038,-0.8814531548757168
GB00B5ZN1N88,0.33565279770444767,0.10156931124673062,0.6609323929124378,0.10278446201443794
IE00B1RR8406,0.40381003488060097,-0.7184684684684687,0.9009752438109527,0.6244193762441937
BE0003765790,0.4285531778984351,0.6639123249543359,0.6204559457794209,-0.2150349650349651
BE0003470755,-0.010083296799649304,-0.4012301013024603,-0.032137354171252394,-0.026301269082214602
PTSON0AM0001,0.047050523688066476,-1.340714840714841,0.7135023989033585,0.42699632475776805
FR0000077919,-0.11186812139692233,-0.10439907387918333,-0.319465604125161,-0.20391258371519197
IT0004195308,0.07601829666739261,-2.00215672178289,-0.08348665254972756,0.343418467583497
NO0010063308,0.10711282999831855,-0.598605577689243,0.4108395838374062,0.1653175031480483
FR0000051807,0.17961338183893283,0.9925492283129324,-0.24684684684684705,0.28877637130801687
FR0005691656,0.3294332723948812,0.8823529411764707,0.5165003837298542,0.09367859862909358
GB00B10RZP78,-0.0,-0.0,-0.0,-0.0
IT0004810054,0.018623611222124574,0.9683734939759036,-0.42689237786159095,0.3291025953950045
GB00B2B0DG97,0.07875026749411511,-1.194252261841405,0.2108108108108107,0.29232067510548515
FR0013326246,0.698493543758967,0.9803836094158676,0.8234990538448306,0.4601237538673083
NO0005806802,0.014612610371844317,0.040021560436598734,-0.04109688681990119,0.07236300429969822
BE0003878957,-0.31662763466042143,-0.9211183225162254,-0.13753934583276328,-0.0028360748723766037
NL0009432491,-0.3519621943702486,-1.6654182272159803,-0.15618424129062453,0.4073346430910281
BE0974349814,0.03931133428981344,0.976460331299041,-0.22621709960433498,-0.06737710553454805
NL0000395903,0.14066623867608236,-0.35976583288983505,-0.1651651651651652,0.5451476793248945
FR0014004EC4,0.6920666203576563,0.9900012344155044,0.7264699136019573,0.35080512651988177
NO0010208051,-0.10477860587461647,-0.49891461649782937,-0.2579793088267663,-0.06602906014346165
NO0010708910,0.3264141522219844,0.1394358701436934,0.26846846846846845,0.39628691983122355
